client_id,oof_test_prob,adversarial_weight
CC_0000F52C3717,0.15143364667892456,0.708117055878365
CC_0008C4E44BB9,0.14103879034519196,0.6515286299171702
CC_000B4B1BEDF6,0.1530139446258545,0.7168416531686115
CC_000D492CE7AD,0.22448213398456573,1.148572613175102
CC_000DCFA992C4,0.19033408164978027,0.9327799106265658
CC_001122E39690,0.17707666754722595,0.8538281046148326
CC_00117B7E053B,0.2003137320280075,0.9939386199080416
CC_00135124F0C3,0.08118931204080582,0.3506237293694182
CC_0016CFCF14C4,0.17414864897727966,0.8367326344722542
CC_001740B14C72,0.14638862013816833,0.6804803718418936
CC_001938053246,0.2297939956188202,1.1838597586814588
CC_0019E3DC239C,0.22168110311031342,1.1301590856468746
CC_001C3594F76E,0.147494375705719,0.6865097172924264
CC_001CE8624267,0.18393327295780182,0.8943409355552788
CC_001F84E88060,0.20930588245391846,1.0503678206337743
CC_00205A472499,0.21134142577648163,1.0633202518478424
CC_00293A354886,0.2058146893978119,1.0283074914320423
CC_002B838F0462,0.14432403445243835,0.6692645303261701
CC_002C0A6A79A3,0.1190631166100502,0.5362915260334176
CC_002D38C9B16D,0.17635932564735413,0.849628605260409
CC_002EC26F87BF,0.2359357476234436,1.2252715461858161
CC_002FBC1547AE,0.15638627111911774,0.7355690838030362
CC_00308EC6F3D4,0.16596168279647827,0.7895693989482482
CC_00324544DD9F,0.22993910312652588,1.1848305511400519
CC_003C4B7BE7F8,0.21291391551494598,1.0733720796091035
CC_004006D91D8D,0.2171361744403839,1.100561808937688
CC_0041A03EFFB6,0.1991277039051056,0.9865904268214947
CC_00428A82437E,0.2201772779226303,1.1203277533319562
CC_0045073BC11F,0.1784532517194748,0.8619075136643776
CC_00467B1D8D89,0.2481490671634674,1.3096323244188148
CC_004713654049,0.2257087230682373,1.1566779562714868
CC_00471F46B9F4,0.23886369168758392,1.2452489448665054
CC_004B878F25C2,0.20351549983024597,1.0138848740169641
CC_004BB26042C5,0.22973720729351044,1.183479935275922
CC_004D8E72230C,0.17703378200531006,0.853576836142223
CC_004DB3A3C70B,0.24214595556259155,1.2678273864450944
CC_004FD1D5A61B,0.15764673054218292,0.7426072488425758
CC_004FE57C56C8,0.22714842855930328,1.1662244014284227
CC_005704951586,0.18580304086208344,0.9055070232747264
CC_00643E369290,0.2039169818162918,1.0163973322865993
CC_0066D98BB9EF,0.20831966400146484,1.0441163349628566
CC_00690BCC3766,0.17774981260299683,0.8577755286832679
CC_006D26E11173,0.15040990710258484,0.7024824605911657
CC_006F0424BA0C,0.2478802353143692,1.307745938887836
CC_0072F2F08542,0.11175243556499481,0.49921939943601584
CC_00751D910DFF,0.20683975517749786,1.034764590194777
CC_00755CE7B990,0.1865772008895874,0.9101452653185911
CC_007590841E7C,0.1837630569934845,0.8933269614757156
CC_007B612BB240,0.14781519770622253,0.6882619895560468
CC_007EC791ED3A,0.1804770678281784,0.8738349233968515
CC_00876B84BC7E,0.0973668023943901,0.42802396639454093
CC_0088A324D676,0.20437663793563843,1.019276955336943
CC_008B5E945701,0.21939605474472046,1.115235418234711
CC_008D56B4B41A,0.2607642114162445,1.3996952345083622
CC_00951B5D39A6,0.22940723598003387,1.1812740606717724
CC_0099AC551369,0.21186503767967224,1.0666628823326347
CC_009A2F903E8F,0.153772234916687,0.7210396339519097
CC_009F373F58EE,0.18191246688365936,0.8823302533796644
CC_00A1B6A0BFE5,0.18138031661510468,0.8791772763261657
CC_00A651F1CA9E,0.2011290341615677,0.9990025859494756
CC_00A6C7E23295,0.26728296279907227,1.4474496600987399
CC_00AA4D8EAFFF,0.1757296770811081,0.845948508384761
CC_00AD510EB5AB,0.19608737528324127,0.967852700558097
CC_00B149CC3832,0.27950334548950195,1.5393009013573324
CC_00B24C240296,0.16830100119113922,0.8029509247413079
CC_00B2A863966B,0.1897439956665039,0.9292108357131313
CC_00B6D231C4E0,0.10980624705553055,0.4894529924490061
CC_00BA0D9C9769,0.08392149955034256,0.36350385959955056
CC_00BA4B9A3ED4,0.21615538001060486,1.0942197501282842
CC_00BD978274C9,0.222029447555542,1.1324418266405918
CC_00BDFB856C9E,0.2779787480831146,1.5276719190691825
CC_00BECFD0FF29,0.17190800607204437,0.8237321163749707
CC_00BFC5461053,0.22652621567249298,1.162094251753947
CC_00C4D8C18438,0.22700165212154388,1.1652495236637264
CC_00CA157239FF,0.22931575775146484,1.1806628585939523
CC_00CA34BC997D,0.2044062316417694,1.0194624660261769
CC_00CEA7AD7F1A,0.3811086416244507,2.4434466415395804
CC_00D5C2A06551,0.26004907488822937,1.3945075740648245
CC_00D6CDAC726A,0.19170734286308289,0.9411061164703723
CC_00D856A03DBF,0.1994837522506714,0.9887940839977553
CC_00D9F83C9E93,0.18306900560855865,0.8891968812642752
CC_00DFC64809D6,0.21155889332294464,1.0647079807975004
CC_00E0387FBC9E,0.14687761664390564,0.6831447919626049
CC_00E1D1D2993D,0.12879711389541626,0.586617895720624
CC_00E6521C30BB,0.19997364282608032,0.9918293245783336
CC_00E69205F24E,0.22153200209140778,1.1291826339727222
CC_00E89DF054F4,0.1422637403011322,0.658125827736759
CC_00E9CC8D9EEF,0.16834761202335358,0.8032183160712549
CC_00EA46DE25DD,0.23894737660884857,1.2458221876112865
CC_00EE0EEB58D5,0.22111232578754425,1.1264362115568392
CC_00F9F67E6F05,0.2222476303577423,1.1338726449717695
CC_00FA46F7366C,0.2040696144104004,1.0173531659519857
CC_00FB89799652,0.2590862810611725,1.3875392037008096
CC_00FFE2036AB1,0.18774567544460297,0.9171627159842377
CC_00FFE77863DF,0.2778712213039398,1.5268536041197187
CC_0102323406AC,0.1766064167022705,0.8510743121197466
CC_0102B5DA5A15,0.23252594470977783,1.2021985403893611
CC_010B09136D06,0.23427042365074158,1.2139771787503597
CC_010CDC88F5F5,0.22175607085227966,1.130650185263848
CC_010D45E8285C,0.21636837720870972,1.0955956931093478
CC_0113BEA391CB,0.233634352684021,1.2096762464806123
CC_01188B92EA48,0.1809571534395218,0.876672969456162
CC_011BF4A47C7C,0.15009945631027222,0.7007764422031278
CC_011C317218A8,0.25435665249824524,1.3535691109187793
CC_011D9EA99494,0.10728470981121063,0.47686268447796637
CC_011F2346F3A2,0.20239080488681793,1.006860045233789
CC_011F409B64EA,0.25776275992393494,1.3779895200150545
CC_012038AA52E3,0.16788551211357117,0.8005687213914175
CC_01240BC10405,0.22293847799301147,1.138408446152752
CC_0124E7389107,0.2203076183795929,1.121178359534054
CC_0128A7811A95,0.2553492784500122,1.3606627705299477
